date,krx_bond_total_return_idx,krx_bond_avg_yield
2010-01-04,122.81,4.685
2010-01-05,123.11,4.596
2010-01-06,123.00,4.628
2010-01-07,123.35,4.533
2010-01-08,123.23,4.547
2010-01-11,123.48,4.465
2010-01-12,123.57,4.443
2010-01-13,123.58,4.452
2010-01-14,123.66,4.438
2010-01-15,123.59,4.465
2010-01-18,123.55,4.497
2010-01-19,123.71,4.461
2010-01-20,123.72,4.465
2010-01-21,123.72,4.471
2010-01-22,123.79,4.452
2010-01-25,123.82,4.458
2010-01-26,123.98,4.415
2010-01-27,123.94,4.429
2010-01-28,123.78,4.477
2010-01-29,123.96,4.436
2010-02-01,123.94,4.451
2010-02-02,124.05,4.416
2010-02-03,124.10,4.398
2010-02-04,124.16,4.378
2010-02-05,124.30,4.350
2010-02-08,124.26,4.376
2010-02-09,124.28,4.369
2010-02-10,124.31,4.359
2010-02-11,124.53,4.308
2010-02-12,124.67,4.261
2010-02-15,124.72,4.266
2010-02-16,124.72,4.264
2010-02-17,124.76,4.251
2010-02-18,124.80,4.251
2010-02-19,124.65,4.309
2010-02-22,124.70,4.315
2010-02-23,124.82,4.282
2010-02-24,124.97,4.247
2010-02-25,125.21,4.196
2010-02-26,125.22,4.192
2010-03-01,125.25,4.206
2010-03-02,125.31,4.191
2010-03-03,125.44,4.151
2010-03-04,125.56,4.127
2010-03-05,125.61,4.119
2010-03-08,125.64,4.124
2010-03-09,125.75,4.096
2010-03-10,125.83,4.115
2010-03-11,126.26,4.004
2010-03-12,126.45,3.962
2010-03-15,126.49,3.959
2010-03-16,126.71,3.894
2010-03-17,126.86,3.851
2010-03-18,127.04,3.808
2010-03-19,127.04,3.808
2010-03-22,127.20,3.779
2010-03-23,126.76,3.888
2010-03-24,126.52,3.930
2010-03-25,126.90,3.828
2010-03-26,126.81,3.838
2010-03-29,126.62,3.880
2010-03-30,126.63,3.878
2010-03-31,126.76,3.852
2010-04-01,126.96,3.797
2010-04-02,126.97,3.787
2010-04-05,126.91,3.818
2010-04-06,126.97,3.818
2010-04-07,127.12,3.787
2010-04-08,127.33,3.737
2010-04-09,127.23,3.766
2010-04-12,126.98,3.826
2010-04-13,127.02,3.817
2010-04-14,126.92,3.843
2010-04-15,127.01,3.821
2010-04-16,127.16,3.786
2010-04-19,127.20,3.790
2010-04-20,127.25,3.782
2010-04-21,127.15,3.806
2010-04-22,127.26,3.791
2010-04-23,127.31,3.791
2010-04-26,127.37,3.791
2010-04-27,127.57,3.746
2010-04-28,127.62,3.740
2010-04-29,127.71,3.724
2010-04-30,127.61,3.765
2010-05-03,127.43,3.841
2010-05-04,127.41,3.843
2010-05-05,127.42,3.843
2010-05-06,127.18,3.902
2010-05-07,127.35,3.859
2010-05-10,127.25,3.888
2010-05-11,127.46,3.844
2010-05-12,127.12,3.950
2010-05-13,127.07,3.969
2010-05-14,127.10,3.962
2010-05-17,127.04,3.991
2010-05-18,127.05,3.996
2010-05-19,127.06,4.004
2010-05-20,127.15,3.991
2010-05-21,127.16,3.996
2010-05-24,127.39,3.954
2010-05-25,127.48,3.936
2010-05-26,127.38,3.968
2010-05-27,127.40,3.975
2010-05-28,127.36,3.992
2010-05-31,127.46,3.985
2010-06-01,127.59,3.964
2010-06-02,127.60,3.961
2010-06-03,127.57,3.976
2010-06-04,127.51,3.995
2010-06-07,127.69,3.956
2010-06-08,127.69,3.955
2010-06-09,127.74,3.947
2010-06-10,127.67,3.972
2010-06-11,127.62,3.990
2010-06-14,127.62,4.006
2010-06-15,127.67,4.005
2010-06-16,127.72,3.997
2010-06-17,127.77,3.982
2010-06-18,127.75,3.992
2010-06-21,127.47,4.079
2010-06-22,127.47,4.096
2010-06-23,127.44,4.122
2010-06-24,127.48,4.124
2010-06-25,127.50,4.131
2010-06-28,127.50,4.158
2010-06-29,127.66,4.120
2010-06-30,127.77,4.095
2010-07-01,127.93,4.058
2010-07-02,127.94,4.054
2010-07-05,127.92,4.068
2010-07-06,127.98,4.053
2010-07-07,127.84,4.096
2010-07-08,127.75,4.131
2010-07-09,127.76,4.143
2010-07-12,127.75,4.162
2010-07-13,127.79,4.157
2010-07-14,127.78,4.170
2010-07-15,127.92,4.135
2010-07-16,127.98,4.120
2010-07-19,128.00,4.121
2010-07-20,128.03,4.116
2010-07-21,128.17,4.076
2010-07-22,128.32,4.038
2010-07-23,128.29,4.051
2010-07-26,128.30,4.068
2010-07-27,128.38,4.052
2010-07-28,128.40,4.053
2010-07-29,128.53,4.026
2010-07-30,128.56,4.020
2010-08-02,128.49,4.054
2010-08-03,128.51,4.054
2010-08-04,128.62,4.030
2010-08-05,128.53,4.058
2010-08-06,128.51,4.077
2010-08-09,128.51,4.098
2010-08-10,128.57,4.089
2010-08-11,128.79,4.040
2010-08-12,128.99,3.983
2010-08-13,129.07,3.964
2010-08-16,129.11,3.967
2010-08-17,129.10,3.973
2010-08-18,129.29,3.933
2010-08-19,129.50,3.902
2010-08-20,129.78,3.852
2010-08-23,129.75,3.864
2010-08-24,129.85,3.842
2010-08-25,129.88,3.842
2010-08-26,130.05,3.819
2010-08-27,130.05,3.833
2010-08-30,130.05,3.853
2010-08-31,130.19,3.831
2010-09-01,129.98,3.894
2010-09-02,130.15,3.853
2010-09-03,130.02,3.882
2010-09-06,129.91,3.910
2010-09-07,130.13,3.862
2010-09-08,130.26,3.839
2010-09-09,130.98,3.644
2010-09-10,130.86,3.681
2010-09-13,130.89,3.670
2010-09-14,131.06,3.617
2010-09-15,130.98,3.648
2010-09-16,131.15,3.614
2010-09-17,131.01,3.651
2010-09-20,130.86,3.695
2010-09-21,130.87,3.695
2010-09-22,130.88,3.695
2010-09-23,130.90,3.698
2010-09-24,131.14,3.642
2010-09-27,131.29,3.615
2010-09-28,131.38,3.602
2010-09-29,131.52,3.583
2010-09-30,131.62,3.569
2010-10-01,131.99,3.511
2010-10-04,131.92,3.548
2010-10-05,132.02,3.535
2010-10-06,131.96,3.549
2010-10-07,131.98,3.548
2010-10-08,132.04,3.533
2010-10-11,131.95,3.555
2010-10-12,132.07,3.530
2010-10-13,131.98,3.555
2010-10-14,132.70,3.368
2010-10-15,132.73,3.357
2010-10-18,132.64,3.379
2010-10-19,132.20,3.479
2010-10-20,132.01,3.525
2010-10-21,131.87,3.556
2010-10-22,131.94,3.516
2010-10-25,131.76,3.558
2010-10-26,131.73,3.556
2010-10-27,131.55,3.599
2010-10-28,131.89,3.546
2010-10-29,131.68,3.586
2010-11-01,131.44,3.679
2010-11-02,131.29,3.714
2010-11-03,131.28,3.725
2010-11-04,131.09,3.777
2010-11-05,130.89,3.844
2010-11-08,130.92,3.838
2010-11-09,130.88,3.850
2010-11-10,131.14,3.806
2010-11-11,131.13,3.802
2010-11-12,131.12,3.805
2010-11-15,131.06,3.830
2010-11-16,131.48,3.731
2010-11-17,131.57,3.720
2010-11-18,131.63,3.701
2010-11-19,131.60,3.694
2010-11-22,131.59,3.714
2010-11-23,131.43,3.755
2010-11-24,131.70,3.700
2010-11-25,131.82,3.677
2010-11-26,131.73,3.695
2010-11-29,131.98,3.644
2010-11-30,132.16,3.615
2010-12-01,132.17,3.627
2010-12-02,132.17,3.630
2010-12-03,132.25,3.616
2010-12-06,132.40,3.598
2010-12-07,132.41,3.603
2010-12-08,132.15,3.670
2010-12-09,132.12,3.673
2010-12-10,132.22,3.667
2010-12-13,131.88,3.753
2010-12-14,131.84,3.764
2010-12-15,131.54,3.847
2010-12-16,131.69,3.809
2010-12-17,131.62,3.829
2010-12-20,131.70,3.821
2010-12-21,131.96,3.757
2010-12-22,132.12,3.716
2010-12-23,132.17,3.712
2010-12-24,132.10,3.729
2010-12-27,131.97,3.780
2010-12-28,131.92,3.797
2010-12-29,131.98,3.791
2010-12-30,131.98,3.794
2010-12-31,132.00,3.796
2011-01-03,131.85,3.834
2011-01-04,131.82,3.835
2011-01-05,131.78,3.832
2011-01-07,131.57,3.873
2011-01-10,131.63,3.870
2011-01-11,131.64,3.884
2011-01-12,131.83,3.849
2011-01-13,131.57,3.932
2011-01-14,131.55,3.968
2011-01-17,131.53,4.011
2011-01-18,131.63,3.990
2011-01-19,131.37,4.065
2011-01-20,131.37,4.075
2011-01-21,131.34,4.085
2011-01-24,131.24,4.128
2011-01-25,131.23,4.138
2011-01-26,131.33,4.123
2011-01-27,131.41,4.112
2011-01-28,131.39,4.125
2011-01-31,131.31,4.157
2011-02-01,131.31,4.181
2011-02-02,131.33,4.178
2011-02-03,131.34,4.180
2011-02-04,131.36,4.180
2011-02-07,131.08,4.262
2011-02-08,131.16,4.241
2011-02-09,131.19,4.227
2011-02-10,131.35,4.199
2011-02-11,131.36,4.185
2011-02-14,131.33,4.207
2011-02-15,131.41,4.185
2011-02-16,131.47,4.170
2011-02-17,131.43,4.188
2011-02-18,131.52,4.176
2011-02-21,131.63,4.179
2011-02-22,131.89,4.128
2011-02-23,131.84,4.137
2011-02-24,132.04,4.097
2011-02-25,132.02,4.118
2011-02-28,132.04,4.129
2011-03-01,132.05,4.131
2011-03-02,132.05,4.150
2011-03-03,131.86,4.210
2011-03-04,131.86,4.215
2011-03-07,131.98,4.200
2011-03-08,132.08,4.177
2011-03-09,132.30,4.136
2011-03-10,132.79,4.036
2011-03-11,132.93,4.016
2011-03-14,133.23,3.973
2011-03-15,133.52,3.915
2011-03-16,133.18,3.987
2011-03-17,133.06,4.013
2011-03-18,132.99,4.019
2011-03-21,132.85,4.061
2011-03-22,132.93,4.046
2011-03-23,133.02,4.024
2011-03-24,133.05,4.024
2011-03-25,133.00,4.044
2011-03-28,133.04,4.048
2011-03-29,133.06,4.042
2011-03-30,133.01,4.058
2011-03-31,133.07,4.047
2011-04-01,133.24,4.009
2011-04-04,133.33,3.998
2011-04-05,133.33,4.002
2011-04-06,133.29,4.011
2011-04-07,133.38,3.993
2011-04-08,133.20,4.044
2011-04-11,133.18,4.058
2011-04-12,133.33,4.025
2011-04-13,133.28,4.037
2011-04-14,133.33,4.033
2011-04-15,133.38,4.029
2011-04-18,133.51,4.017
2011-04-19,133.53,4.021
2011-04-20,133.44,4.051
2011-04-21,133.33,4.084
2011-04-22,133.30,4.100
2011-04-25,133.23,4.136
2011-04-26,133.25,4.133
2011-04-27,133.22,4.139
2011-04-28,133.37,4.111
2011-04-29,133.50,4.091
2011-05-02,133.55,4.095
2011-05-03,133.58,4.094
2011-05-04,133.57,4.098
2011-05-05,133.59,4.099
2011-05-06,133.73,4.071
2011-05-09,133.77,4.072
2011-05-10,133.78,4.072
2011-05-11,133.90,4.049
2011-05-12,134.13,4.007
2011-05-13,134.11,4.002
2011-05-16,134.30,3.966
2011-05-17,134.28,3.977
2011-05-18,134.33,3.969
2011-05-19,134.37,3.961
2011-05-20,134.39,3.960
2011-05-23,134.63,3.926
2011-05-24,134.64,3.927
2011-05-25,134.76,3.910
2011-05-26,134.61,3.944
2011-05-27,134.72,3.927
2011-05-30,134.86,3.912
2011-05-31,134.81,3.923
2011-06-01,134.68,3.955
2011-06-02,134.93,3.900
2011-06-03,134.97,3.891
2011-06-06,135.02,3.892
2011-06-07,135.11,3.868
2011-06-08,135.15,3.863
2011-06-09,135.03,3.897
2011-06-10,134.85,3.962
2011-06-13,134.86,3.973
2011-06-14,134.81,3.989
2011-06-15,134.84,3.979
2011-06-16,135.08,3.937
2011-06-17,134.94,3.968
2011-06-20,135.02,3.959
2011-06-21,134.98,3.972
2011-06-22,135.02,3.968
2011-06-23,135.04,3.975
2011-06-24,134.94,4.007
2011-06-27,135.00,4.010
2011-06-28,134.99,4.017
2011-06-29,134.88,4.048
2011-06-30,134.90,4.044
2011-07-01,134.82,4.058
2011-07-04,134.86,4.067
2011-07-05,135.01,4.044
2011-07-06,134.94,4.060
2011-07-07,134.97,4.062
2011-07-08,134.83,4.101
2011-07-11,135.01,4.074
2011-07-12,135.44,3.993
2011-07-13,135.48,3.992
2011-07-14,135.46,3.995
2011-07-15,135.58,3.974
2011-07-18,135.64,3.972
2011-07-19,135.63,3.976
2011-07-20,135.54,3.999
2011-07-21,135.57,3.998
2011-07-22,135.49,4.024
2011-07-25,135.43,4.053
2011-07-26,135.34,4.079
2011-07-27,135.39,4.073
2011-07-28,135.52,4.058
2011-07-29,135.42,4.093
2011-08-01,135.36,4.123
2011-08-02,135.51,4.092
2011-08-03,135.74,4.049
2011-08-04,135.91,4.013
2011-08-05,136.39,3.911
2011-08-08,136.36,3.904
2011-08-09,136.37,3.888
2011-08-10,136.88,3.788
2011-08-11,136.81,3.821
2011-08-12,136.88,3.811
2011-08-15,136.92,3.811
2011-08-16,136.87,3.822
2011-08-17,136.78,3.848
2011-08-18,136.76,3.858
2011-08-19,137.05,3.809
2011-08-22,137.05,3.811
2011-08-23,136.95,3.826
2011-08-24,137.14,3.792
2011-08-25,137.17,3.791
2011-08-26,137.08,3.810
2011-08-29,137.01,3.840
2011-08-30,137.16,3.817
2011-08-31,137.14,3.823
2011-09-01,137.30,3.794
2011-09-02,137.35,3.790
2011-09-05,137.87,3.706
2011-09-06,137.91,3.694
2011-09-07,137.61,3.767
2011-09-08,137.85,3.715
2011-09-09,138.00,3.692
2011-09-12,138.04,3.697
2011-09-13,138.05,3.697
2011-09-14,138.23,3.656
2011-09-15,137.98,3.710
2011-09-16,137.81,3.741
2011-09-19,137.40,3.833
2011-09-20,137.37,3.829
2011-09-21,137.30,3.839
2011-09-22,137.39,3.833
2011-09-23,137.61,3.797
2011-09-26,137.37,3.850
2011-09-27,137.53,3.823
2011-09-28,137.27,3.884
2011-09-29,137.17,3.911
2011-09-30,137.07,3.926
2011-10-03,137.11,3.927
2011-10-04,137.61,3.844
2011-10-05,137.71,3.824
2011-10-06,137.70,3.816
2011-10-07,137.66,3.821
2011-10-10,137.57,3.853
2011-10-11,137.58,3.853
2011-10-12,137.80,3.809
2011-10-13,137.92,3.790
2011-10-14,137.91,3.797
2011-10-17,137.69,3.841
2011-10-18,137.74,3.834
2011-10-19,137.72,3.839
2011-10-20,137.74,3.835
2011-10-21,137.60,3.870
2011-10-24,137.46,3.912
2011-10-25,137.47,3.913
2011-10-26,137.58,3.896
2011-10-27,137.52,3.915
2011-10-28,137.55,3.919
2011-10-31,137.77,3.889
2011-11-01,137.87,3.867
2011-11-02,137.93,3.860
2011-11-03,138.08,3.829
2011-11-04,138.05,3.831
2011-11-07,138.15,3.814
2011-11-08,138.28,3.794
2011-11-09,138.34,3.783
2011-11-10,138.49,3.747
2011-11-11,138.36,3.775
2011-11-14,138.24,3.796
2011-11-15,138.43,3.759
2011-11-16,138.55,3.736
2011-11-17,138.46,3.755
2011-11-18,138.53,3.745
2011-11-21,138.60,3.745
2011-11-22,138.61,3.750
2011-11-23,138.74,3.726
2011-11-24,138.72,3.734
2011-11-25,138.63,3.755
2011-11-28,138.63,3.768
2011-11-29,138.66,3.765
2011-11-30,138.86,3.723
2011-12-01,138.80,3.732
2011-12-02,138.87,3.720
2011-12-05,138.92,3.718
2011-12-06,138.95,3.714
2011-12-07,138.97,3.708
2011-12-08,138.94,3.723
2011-12-09,138.96,3.721
2011-12-12,138.97,3.727
2011-12-13,139.07,3.713
2011-12-14,139.12,3.706
2011-12-15,139.17,3.698
2011-12-16,139.17,3.700
2011-12-19,138.86,3.773
2011-12-20,139.04,3.743
2011-12-21,139.07,3.740
2011-12-22,139.05,3.751
2011-12-23,139.02,3.767
2011-12-26,139.01,3.783
2011-12-27,139.02,3.786
2011-12-28,139.04,3.789
2011-12-29,139.28,3.749
2011-12-30,139.29,3.748
2012-01-02,139.36,3.734
2012-01-03,139.34,3.735
2012-01-04,139.37,3.727
2012-01-05,139.43,3.719
2012-01-06,139.42,3.724
2012-01-09,139.43,3.736
2012-01-10,139.45,3.735
2012-01-11,139.47,3.733
2012-01-12,139.46,3.738
2012-01-13,139.51,3.727
2012-01-16,139.58,3.714
2012-01-17,139.55,3.724
2012-01-18,139.59,3.718
2012-01-19,139.62,3.720
2012-01-20,139.55,3.733
2012-01-23,139.59,3.734
2012-01-24,139.61,3.734
2012-01-25,139.60,3.741
2012-01-26,139.65,3.731
2012-01-27,139.72,3.719
2012-01-30,139.88,3.700
2012-01-31,139.89,3.705
2012-02-01,139.95,3.696
2012-02-02,139.90,3.706
2012-02-03,139.92,3.702
2012-02-06,139.92,3.712
2012-02-07,139.87,3.724
2012-02-08,139.81,3.742
2012-02-09,139.84,3.745
2012-02-10,139.90,3.737
2012-02-13,139.86,3.753
2012-02-14,139.94,3.738
2012-02-15,139.93,3.743
2012-02-16,140.03,3.725
2012-02-17,139.96,3.741
2012-02-20,139.94,3.753
2012-02-21,139.98,3.748
2012-02-22,140.01,3.745
2012-02-23,140.10,3.729
2012-02-24,140.11,3.736
2012-02-27,140.18,3.729
2012-02-28,140.28,3.719
2012-02-29,140.21,3.735
2012-03-01,140.22,3.735
2012-03-02,140.13,3.758
2012-03-05,140.08,3.773
2012-03-06,140.10,3.770
2012-03-07,140.09,3.772
2012-03-08,140.21,3.753
2012-03-09,140.22,3.759
2012-03-12,140.33,3.749
2012-03-13,140.34,3.749
2012-03-14,140.24,3.772
2012-03-15,140.05,3.811
2012-03-16,139.99,3.824
2012-03-19,139.85,3.854
2012-03-20,139.84,3.853
2012-03-21,139.71,3.881
2012-03-22,139.70,3.885
2012-03-23,139.71,3.890
2012-03-26,139.89,3.873
2012-03-27,139.87,3.877
2012-03-28,140.08,3.842
2012-03-29,140.17,3.822
2012-03-30,140.28,3.807
2012-04-02,140.21,3.823
2012-04-03,140.33,3.801
2012-04-04,140.33,3.800
2012-04-05,140.35,3.794
2012-04-06,140.47,3.773
2012-04-09,140.67,3.745
2012-04-10,140.69,3.742
2012-04-11,140.71,3.743
2012-04-12,140.75,3.737
2012-04-13,140.79,3.733
2012-04-16,140.92,3.718
2012-04-17,140.98,3.713
2012-04-18,140.94,3.725
2012-04-19,140.97,3.723
2012-04-20,141.08,3.709
2012-04-23,141.08,3.716
2012-04-24,141.08,3.721
2012-04-25,141.06,3.729
2012-04-26,141.08,3.728
2012-04-27,141.23,3.706
2012-04-30,141.33,3.696
2012-05-01,141.34,3.696
2012-05-02,141.32,3.701
2012-05-03,141.44,3.682
2012-05-04,141.50,3.671
2012-05-07,141.71,3.636
2012-05-08,141.65,3.645
2012-05-09,141.71,3.635
2012-05-10,141.65,3.651
2012-05-11,141.82,3.626
2012-05-14,141.81,3.637
2012-05-15,141.87,3.631
2012-05-16,141.92,3.627
2012-05-17,141.88,3.635
2012-05-18,142.04,3.607
2012-05-21,141.98,3.622
2012-05-22,142.01,3.614
2012-05-23,142.05,3.608
2012-05-24,142.08,3.601
2012-05-25,142.09,3.605
2012-05-28,142.13,3.605
2012-05-29,142.11,3.612
2012-05-30,142.17,3.605
2012-05-31,142.35,3.577
2012-06-01,142.54,3.550
2012-06-04,142.79,3.516
2012-06-05,142.62,3.541
2012-06-06,142.64,3.541
2012-06-07,142.56,3.555
2012-06-08,142.84,3.514
2012-06-11,142.53,3.572
2012-06-12,142.68,3.548
2012-06-13,142.65,3.558
2012-06-14,142.69,3.546
2012-06-15,142.74,3.539
2012-06-18,142.61,3.569
2012-06-19,142.70,3.558
2012-06-20,142.62,3.575
2012-06-21,142.63,3.576
2012-06-22,142.71,3.566
2012-06-25,142.79,3.562
2012-06-26,142.77,3.565
2012-06-27,142.86,3.555
2012-06-28,142.97,3.544
2012-06-29,142.80,3.574
2012-07-02,142.88,3.571
2012-07-03,142.98,3.558
2012-07-04,143.05,3.549
2012-07-05,143.11,3.543
2012-07-06,143.24,3.515
2012-07-09,143.35,3.495
2012-07-10,143.34,3.498
2012-07-11,143.48,3.472
2012-07-12,144.54,3.253
2012-07-13,144.63,3.236
2012-07-16,144.76,3.223
2012-07-17,144.94,3.190
2012-07-18,145.15,3.153
2012-07-19,145.12,3.154
2012-07-20,145.29,3.124
2012-07-23,145.73,3.057
2012-07-24,145.73,3.059
2012-07-25,146.04,3.004
2012-07-26,145.93,3.026
2012-07-27,145.59,3.080
2012-07-30,145.66,3.073
2012-07-31,145.66,3.072
2012-08-01,145.71,3.062
2012-08-02,145.91,3.029
2012-08-03,146.18,2.996
2012-08-06,146.22,2.996
2012-08-07,146.27,2.986
2012-08-08,146.34,2.974
2012-08-09,146.10,3.026
2012-08-10,146.23,3.007
2012-08-13,146.16,3.032
2012-08-14,145.94,3.077
2012-08-15,145.95,3.077
2012-08-16,145.55,3.147
2012-08-17,145.66,3.130
2012-08-20,145.58,3.156
2012-08-21,145.82,3.118
2012-08-22,145.83,3.117
2012-08-23,146.02,3.093
2012-08-24,146.24,3.059
2012-08-27,146.34,3.049
2012-08-28,146.36,3.046
2012-08-29,146.49,3.022
2012-08-30,146.55,3.014
2012-08-31,146.66,2.994
2012-09-03,146.79,2.977
2012-09-04,146.69,2.993
2012-09-05,146.87,2.965
2012-09-06,146.81,2.977
2012-09-07,146.55,3.031
2012-09-10,146.64,3.024
2012-09-11,146.79,3.001
2012-09-12,146.75,3.013
2012-09-13,146.50,3.074
2012-09-14,146.49,3.073
2012-09-17,146.34,3.107
2012-09-18,146.54,3.072
2012-09-19,146.44,3.092
2012-09-20,146.76,3.034
2012-09-21,146.67,3.053
2012-09-24,146.78,3.038
2012-09-25,146.78,3.039
2012-09-26,146.87,3.028
2012-09-27,146.82,3.042
2012-09-28,146.96,3.022
2012-10-01,147.00,3.023
2012-10-02,147.20,2.989
2012-10-03,147.22,2.988
2012-10-04,147.30,2.977
2012-10-05,147.29,2.983
2012-10-08,147.28,2.989
2012-10-09,147.29,2.989
2012-10-10,147.51,2.943
2012-10-11,147.44,2.967
2012-10-12,147.34,2.990
2012-10-15,147.43,2.982
2012-10-16,147.35,2.996
2012-10-17,147.27,3.011
2012-10-18,147.13,3.031
2012-10-19,147.21,3.013
2012-10-22,147.11,3.038
2012-10-23,147.24,3.016
2012-10-24,147.30,3.007
2012-10-25,147.32,3.005
2012-10-26,147.46,2.984
2012-10-29,147.48,2.985
2012-10-30,147.49,2.984
2012-10-31,147.59,2.968
2012-11-01,147.63,2.965
2012-11-02,147.59,2.973
2012-11-05,147.52,2.987
2012-11-06,147.59,2.973
2012-11-07,147.63,2.970
2012-11-08,147.74,2.955
2012-11-09,147.63,2.977
2012-11-12,147.65,2.978
2012-11-13,147.77,2.962
2012-11-14,147.73,2.969
2012-11-15,147.75,2.970
2012-11-16,147.81,2.963
2012-11-19,147.75,2.978
2012-11-20,147.72,2.984
2012-11-21,147.73,2.984
2012-11-22,147.63,3.002
2012-11-23,147.55,3.018
2012-11-26,147.65,3.004
2012-11-27,147.58,3.019
2012-11-28,147.66,3.009
2012-11-29,147.67,3.010
2012-11-30,147.62,3.018
2012-12-03,147.63,3.018
2012-12-04,147.61,3.021
2012-12-05,147.45,3.046
2012-12-06,147.52,3.035
2012-12-07,147.57,3.027
2012-12-10,147.47,3.050
2012-12-11,147.46,3.054
2012-12-12,147.49,3.050
2012-12-13,147.34,3.077
2012-12-14,147.28,3.087
2012-12-17,147.25,3.096
2012-12-18,147.11,3.116
2012-12-19,147.12,3.116
2012-12-20,147.14,3.110
2012-12-21,147.23,3.092
2012-12-24,147.18,3.107
2012-12-25,147.19,3.107
2012-12-26,147.13,3.118
2012-12-27,147.24,3.101
2012-12-28,147.47,3.071
2012-12-31,147.51,3.072
2013-01-01,147.52,3.072
2013-01-02,147.47,3.077
2013-01-03,147.76,3.026
2013-01-04,147.84,3.009
2013-01-07,147.94,3.005
2013-01-08,148.11,2.983
2013-01-09,148.13,2.981
2013-01-10,148.31,2.943
2013-01-11,148.12,2.986
2013-01-14,148.20,2.985
2013-01-15,148.37,2.957
2013-01-16,148.37,2.957
2013-01-17,148.50,2.941
2013-01-18,148.40,2.955
2013-01-21,148.44,2.954
2013-01-22,148.47,2.948
2013-01-23,148.53,2.941
2013-01-24,148.58,2.935
2013-01-25,148.63,2.930
2013-01-28,148.51,2.955
2013-01-29,148.47,2.960
2013-01-30,148.30,2.989
2013-01-31,148.37,2.978
2013-02-01,148.30,2.983
2013-02-04,148.37,2.980
2013-02-05,148.51,2.962
2013-02-06,148.62,2.938
2013-02-07,148.62,2.938
2013-02-08,148.69,2.930
2013-02-11,148.72,2.932
2013-02-12,148.79,2.921
2013-02-13,148.65,2.941
2013-02-14,148.64,2.942
2013-02-15,148.71,2.931
2013-02-18,148.83,2.919
2013-02-19,148.99,2.894
2013-02-20,148.90,2.911
2013-02-21,149.05,2.889
2013-02-22,149.02,2.894
2013-02-25,149.06,2.893
2013-02-26,149.25,2.865
2013-02-27,149.42,2.839
2013-02-28,149.38,2.849
2013-03-01,149.39,2.849
2013-03-04,149.44,2.846
2013-03-05,149.49,2.837
2013-03-06,149.40,2.853
2013-03-07,149.29,2.871
2013-03-08,149.33,2.868
2013-03-11,149.34,2.875
2013-03-12,149.57,2.836
2013-03-13,149.54,2.842
2013-03-14,149.56,2.842
2013-03-15,149.65,2.833
2013-03-18,149.80,2.817
2013-03-19,149.86,2.812
2013-03-20,149.79,2.820
2013-03-21,149.82,2.818
2013-03-22,149.91,2.806
2013-03-25,149.90,2.814
2013-03-26,149.90,2.816
2013-03-27,149.94,2.815
2013-03-28,150.64,2.697
2013-03-29,150.26,2.756
2013-04-01,150.27,2.740
2013-04-02,150.33,2.726
2013-04-03,150.41,2.721
2013-04-04,150.40,2.724
2013-04-05,150.60,2.691
2013-04-08,150.58,2.707
2013-04-09,150.48,2.723
2013-04-10,150.56,2.712
2013-04-11,149.92,2.841
2013-04-12,149.71,2.885
2013-04-15,149.79,2.880
2013-04-16,150.06,2.837
2013-04-17,150.05,2.840
2013-04-18,150.24,2.815
2013-04-19,150.17,2.836
2013-04-22,150.16,2.852
2013-04-23,150.30,2.835
2013-04-24,150.34,2.838
2013-04-25,150.51,2.810
2013-04-26,150.64,2.778
2013-04-29,150.72,2.773
2013-04-30,150.88,2.745
2013-05-01,150.89,2.745
2013-05-02,151.11,2.705
2013-05-03,151.04,2.720
2013-05-06,150.65,2.802
2013-05-07,150.76,2.781
2013-05-08,150.67,2.796
2013-05-09,150.67,2.783
2013-05-10,150.60,2.786
2013-05-13,150.56,2.796
2013-05-14,150.64,2.782
