date,krx_bond_total_return_idx,krx_bond_avg_yield
2020-07-03,190.32,1.161
2020-07-06,190.14,1.178
2020-07-07,190.39,1.164
2020-07-08,190.54,1.155
2020-07-09,190.35,1.164
2020-07-10,190.37,1.164
2020-07-13,190.18,1.178
2020-07-14,190.20,1.175
2020-07-15,190.22,1.173
2020-07-16,190.54,1.152
2020-07-17,190.70,1.140
2020-07-20,190.95,1.128
2020-07-21,190.76,1.139
2020-07-22,190.91,1.127
2020-07-23,191.11,1.115
2020-07-24,191.32,1.106
2020-07-27,191.46,1.101
2020-07-28,191.23,1.114
2020-07-29,191.38,1.105
2020-07-30,191.57,1.089
2020-07-31,191.45,1.093
2020-08-03,191.34,1.096
2020-08-04,191.26,1.099
2020-08-05,191.41,1.092
2020-08-06,191.35,1.095
2020-08-07,191.23,1.102
2020-08-10,190.96,1.120
2020-08-11,191.14,1.110
2020-08-12,190.94,1.121
2020-08-13,191.12,1.111
2020-08-14,190.81,1.129
2020-08-17,190.83,1.129
2020-08-18,191.20,1.108
2020-08-19,191.18,1.108
2020-08-20,190.97,1.120
2020-08-21,190.68,1.146
2020-08-24,190.92,1.130
2020-08-25,190.83,1.135
2020-08-26,190.73,1.146
2020-08-27,190.62,1.158
2020-08-28,190.14,1.191
2020-08-31,189.78,1.222
2020-09-01,189.41,1.246
2020-09-02,189.70,1.226
2020-09-03,189.73,1.228
2020-09-04,189.65,1.238
2020-09-07,189.50,1.260
2020-09-08,189.84,1.237
2020-09-09,190.12,1.214
2020-09-10,190.11,1.222
2020-09-11,189.95,1.232
2020-09-14,190.04,1.225
2020-09-15,190.22,1.213
2020-09-16,190.45,1.206
2020-09-17,190.35,1.212
2020-09-18,190.27,1.216
2020-09-21,190.32,1.213
2020-09-22,190.60,1.200
2020-09-23,190.72,1.190
2020-09-24,190.95,1.173
2020-09-25,191.00,1.173
2020-09-28,191.05,1.169
2020-09-29,191.13,1.165
2020-09-30,191.13,1.165
2020-10-01,191.14,1.166
2020-10-02,191.14,1.166
2020-10-05,190.64,1.194
2020-10-06,190.15,1.223
2020-10-07,190.19,1.222
2020-10-08,190.21,1.218
2020-10-09,190.21,1.220
2020-10-12,190.17,1.229
2020-10-13,190.51,1.213
2020-10-14,190.58,1.203
2020-10-15,190.85,1.182
2020-10-16,190.52,1.199
2020-10-19,191.01,1.180
2020-10-20,190.81,1.194
2020-10-21,190.44,1.214
2020-10-22,190.56,1.206
2020-10-23,190.59,1.201
2020-10-26,190.69,1.197
2020-10-27,190.51,1.208
2020-10-28,190.65,1.202
2020-10-29,190.53,1.212
2020-10-30,190.34,1.224
2020-11-02,189.91,1.259
2020-11-03,189.82,1.263
2020-11-04,190.11,1.242
2020-11-05,190.39,1.220
2020-11-06,190.13,1.238
2020-11-09,190.12,1.241
2020-11-10,189.64,1.268
2020-11-11,189.40,1.281
2020-11-12,189.57,1.268
2020-11-13,189.69,1.259
2020-11-16,189.75,1.260
2020-11-17,189.77,1.258
2020-11-18,190.00,1.244
2020-11-19,189.92,1.252
2020-11-20,189.96,1.254
2020-11-23,190.19,1.244
2020-11-24,190.11,1.251
2020-11-25,189.83,1.269
2020-11-26,189.68,1.281
2020-11-27,189.85,1.271
2020-11-30,189.70,1.279
2020-12-01,189.82,1.272
2020-12-02,189.62,1.281
2020-12-03,189.79,1.266
2020-12-04,189.68,1.270
2020-12-07,189.77,1.261
2020-12-08,189.79,1.260
2020-12-09,189.76,1.262
2020-12-10,189.77,1.266
2020-12-11,189.74,1.269
2020-12-14,189.64,1.274
2020-12-15,189.62,1.276
2020-12-16,189.40,1.289
2020-12-17,189.16,1.303
2020-12-18,189.36,1.292
2020-12-21,189.46,1.283
2020-12-22,189.69,1.269
2020-12-23,189.88,1.259
2020-12-24,189.47,1.291
2020-12-25,189.48,1.291
2020-12-28,189.61,1.292
2020-12-29,189.47,1.304
2020-12-30,189.31,1.307
2020-12-31,189.32,1.308
2021-01-01,189.33,1.308
2021-01-04,189.40,1.298
2021-01-05,189.66,1.272
2021-01-06,189.48,1.284
2021-01-07,189.57,1.280
2021-01-08,189.57,1.278
2021-01-11,189.81,1.264
2021-01-12,189.65,1.273
2021-01-13,189.68,1.271
2021-01-14,189.54,1.280
2021-01-15,189.58,1.274
2021-01-18,189.70,1.269
2021-01-19,189.66,1.272
2021-01-20,189.71,1.269
2021-01-21,189.72,1.270
2021-01-22,189.33,1.294
2021-01-25,189.10,1.309
2021-01-26,189.09,1.308
2021-01-27,189.19,1.299
2021-01-28,189.18,1.294
2021-01-29,189.27,1.286
2021-02-01,188.92,1.305
2021-02-02,189.13,1.290
2021-02-03,189.17,1.284
2021-02-04,189.09,1.287
2021-02-05,189.09,1.284
2021-02-08,188.72,1.301
2021-02-09,188.81,1.298
2021-02-10,188.80,1.300
2021-02-11,188.81,1.301
2021-02-12,188.82,1.301
2021-02-15,188.54,1.316
2021-02-16,188.74,1.302
2021-02-17,188.65,1.306
2021-02-18,188.75,1.302
2021-02-19,188.57,1.311
2021-02-22,188.25,1.334
2021-02-23,188.46,1.321
2021-02-24,188.77,1.305
2021-02-25,188.56,1.315
2021-02-26,187.93,1.353
2021-03-01,187.95,1.356
2021-03-02,187.93,1.360
2021-03-03,188.05,1.348
2021-03-04,187.91,1.356
2021-03-05,187.65,1.374
2021-03-08,187.29,1.416
2021-03-09,187.19,1.448
2021-03-10,187.31,1.443
2021-03-11,187.44,1.437
2021-03-12,186.83,1.478
2021-03-15,186.63,1.490
2021-03-16,187.01,1.464
2021-03-17,186.78,1.477
2021-03-18,186.90,1.469
2021-03-19,187.32,1.456
2021-03-22,187.60,1.441
2021-03-23,187.72,1.441
2021-03-24,188.10,1.415
2021-03-25,188.09,1.409
2021-03-26,187.76,1.430
2021-03-29,187.97,1.418
2021-03-30,187.12,1.469
2021-03-31,187.16,1.456
2021-04-01,187.42,1.440
2021-04-02,187.17,1.448
2021-04-05,186.64,1.484
2021-04-06,186.81,1.467
2021-04-07,186.94,1.457
2021-04-08,187.44,1.431
2021-04-09,187.68,1.428
2021-04-12,187.83,1.412
2021-04-13,187.63,1.421
2021-04-14,187.98,1.400
2021-04-15,187.83,1.417
2021-04-16,187.88,1.421
2021-04-19,188.14,1.404
2021-04-20,187.92,1.415
2021-04-21,187.97,1.407
2021-04-22,187.91,1.408
2021-04-23,187.63,1.424
2021-04-26,187.42,1.434
2021-04-27,187.45,1.431
2021-04-28,187.34,1.440
2021-04-29,187.12,1.451
2021-04-30,186.74,1.471
2021-05-03,186.83,1.473
2021-05-04,186.90,1.474
2021-05-05,186.91,1.474
2021-05-06,187.06,1.458
2021-05-07,186.93,1.464
2021-05-10,186.85,1.466
2021-05-11,186.92,1.458
2021-05-12,187.06,1.453
2021-05-13,186.90,1.463
2021-05-14,186.87,1.462
2021-05-17,187.15,1.447
2021-05-18,187.08,1.447
2021-05-19,187.08,1.447
2021-05-20,187.02,1.453
2021-05-21,187.10,1.446
2021-05-24,187.04,1.456
2021-05-25,186.91,1.469
2021-05-26,186.90,1.480
2021-05-27,187.16,1.456
2021-05-28,186.83,1.492
2021-05-31,186.45,1.540
2021-06-01,186.53,1.534
2021-06-02,186.52,1.534
2021-06-03,186.51,1.533
2021-06-04,186.65,1.538
2021-06-07,186.81,1.532
2021-06-08,187.12,1.512
2021-06-09,187.37,1.500
2021-06-10,187.37,1.523
2021-06-11,187.49,1.526
2021-06-14,187.28,1.554
2021-06-15,187.35,1.571
2021-06-16,187.56,1.560
2021-06-17,187.45,1.580
2021-06-18,187.73,1.560
2021-06-21,187.95,1.560
2021-06-22,187.59,1.568
2021-06-23,187.52,1.570
2021-06-24,187.36,1.597
2021-06-25,186.90,1.646
2021-06-28,186.65,1.679
2021-06-29,186.92,1.660
2021-06-30,187.00,1.655
2021-07-01,187.08,1.659
2021-07-02,187.08,1.667
2021-07-05,187.32,1.646
2021-07-06,187.10,1.655
2021-07-07,187.77,1.601
2021-07-08,188.29,1.558
2021-07-09,188.01,1.573
2021-07-12,188.08,1.575
2021-07-13,188.10,1.589
2021-07-14,188.34,1.569
2021-07-15,188.17,1.617
2021-07-16,188.00,1.628
2021-07-19,188.27,1.614
2021-07-20,188.95,1.579
2021-07-21,189.13,1.561
2021-07-22,188.93,1.574
2021-07-23,189.17,1.563
2021-07-26,189.38,1.546
2021-07-27,189.26,1.557
2021-07-28,189.32,1.570
2021-07-29,188.95,1.592
2021-07-30,189.26,1.574
2021-08-02,189.06,1.593
2021-08-03,189.17,1.591
2021-08-04,189.41,1.572
2021-08-05,189.35,1.575
2021-08-06,189.28,1.590
2021-08-09,189.14,1.595
2021-08-10,189.24,1.590
2021-08-11,189.09,1.594
2021-08-12,189.17,1.591
2021-08-13,189.15,1.591
2021-08-16,189.18,1.592
2021-08-17,189.57,1.573
2021-08-18,189.49,1.575
2021-08-19,189.62,1.561
2021-08-20,189.75,1.558
2021-08-23,189.35,1.592
2021-08-24,188.97,1.626
2021-08-25,189.08,1.622
2021-08-26,189.13,1.612
2021-08-27,189.08,1.617
2021-08-30,189.36,1.601
2021-08-31,189.40,1.597
2021-09-01,189.20,1.609
2021-09-02,189.18,1.617
2021-09-03,189.22,1.620
2021-09-06,189.02,1.637
2021-09-07,188.90,1.645
2021-09-08,188.66,1.663
2021-09-09,188.68,1.678
2021-09-10,188.70,1.687
2021-09-13,188.31,1.719
2021-09-14,188.10,1.732
2021-09-15,188.42,1.704
2021-09-16,188.32,1.715
2021-09-17,188.10,1.733
2021-09-20,188.13,1.734
2021-09-21,188.14,1.734
2021-09-22,188.15,1.734
2021-09-23,187.90,1.756
2021-09-24,187.35,1.784
2021-09-27,187.34,1.783
2021-09-28,186.60,1.839
2021-09-29,187.02,1.809
2021-09-30,186.74,1.825
2021-10-01,186.72,1.839
2021-10-04,186.74,1.839
2021-10-05,186.51,1.856
2021-10-06,185.81,1.916
2021-10-07,186.04,1.896
2021-10-08,185.89,1.901
2021-10-11,185.92,1.904
2021-10-12,185.33,1.961
2021-10-13,185.54,1.957
2021-10-14,185.90,1.942
2021-10-15,185.75,1.945
2021-10-18,185.40,1.989
2021-10-19,185.75,1.966
2021-10-20,185.62,1.971
2021-10-21,185.59,1.974
2021-10-22,185.24,2.008
2021-10-25,184.53,2.048
2021-10-26,184.41,2.065
2021-10-27,183.79,2.150
2021-10-28,184.58,2.113
2021-10-29,183.47,2.201
2021-11-01,184.02,2.183
2021-11-02,184.38,2.148
2021-11-03,184.31,2.158
2021-11-04,184.63,2.141
2021-11-05,185.33,2.095
2021-11-08,185.73,2.064
2021-11-09,186.04,2.033
2021-11-10,185.84,2.043
2021-11-11,185.64,2.058
2021-11-12,185.67,2.069
2021-11-15,186.09,2.038
2021-11-16,185.80,2.063
2021-11-17,185.62,2.076
2021-11-18,185.70,2.071
2021-11-19,185.33,2.098
2021-11-22,185.18,2.131
2021-11-23,184.99,2.141
2021-11-24,185.09,2.134
2021-11-25,185.43,2.102
2021-11-26,186.23,2.049
2021-11-29,186.08,2.051
2021-11-30,186.90,2.000
2021-12-01,187.27,1.996
2021-12-02,187.05,2.015
2021-12-03,186.62,2.048
2021-12-06,186.83,2.032
2021-12-07,186.63,2.043
2021-12-08,187.15,2.008
2021-12-09,187.16,1.999
2021-12-10,186.93,2.025
2021-12-13,187.04,2.010
2021-12-14,187.04,2.010
2021-12-15,187.11,2.010
2021-12-16,187.44,1.983
2021-12-17,187.37,1.986
2021-12-20,187.74,1.962
2021-12-21,187.76,1.959
2021-12-22,187.53,1.979
2021-12-23,187.05,2.014
2021-12-24,187.08,2.006
2021-12-27,187.04,2.002
2021-12-28,186.97,2.008
2021-12-29,187.08,1.998
2021-12-30,186.60,2.027
2021-12-31,186.61,2.027
2022-01-03,186.14,2.071
2022-01-04,186.14,2.075
2022-01-05,185.91,2.096
2022-01-06,185.05,2.180
2022-01-07,185.15,2.173
2022-01-10,185.14,2.180
2022-01-11,185.19,2.176
2022-01-12,185.64,2.142
2022-01-13,185.85,2.128
2022-01-14,185.28,2.187
2022-01-17,184.49,2.256
2022-01-18,184.68,2.238
2022-01-19,184.86,2.219
2022-01-20,184.52,2.251
2022-01-21,184.48,2.256
2022-01-24,184.47,2.254
2022-01-25,184.18,2.286
2022-01-26,184.39,2.276
2022-01-27,184.06,2.311
2022-01-28,184.02,2.305
2022-01-31,184.05,2.306
2022-02-01,184.06,2.306
2022-02-02,184.07,2.306
2022-02-03,184.35,2.281
2022-02-04,183.92,2.307
2022-02-07,183.45,2.345
2022-02-08,183.00,2.395
2022-02-09,183.24,2.377
2022-02-10,183.23,2.373
2022-02-11,182.82,2.421
2022-02-14,182.97,2.420
2022-02-15,183.05,2.412
2022-02-16,183.13,2.396
2022-02-17,183.17,2.387
2022-02-18,183.01,2.401
2022-02-21,182.70,2.428
2022-02-22,183.15,2.399
2022-02-23,183.18,2.398
2022-02-24,183.98,2.335
2022-02-25,183.52,2.364
2022-02-28,183.47,2.369
2022-03-01,183.48,2.370
2022-03-02,184.04,2.327
2022-03-03,183.49,2.364
2022-03-04,183.70,2.350
2022-03-07,183.50,2.388
2022-03-08,183.42,2.391
2022-03-09,183.44,2.390
2022-03-10,183.48,2.399
2022-03-11,183.67,2.379
2022-03-14,183.37,2.398
2022-03-15,183.30,2.401
2022-03-16,183.17,2.402
2022-03-17,183.65,2.366
2022-03-18,183.42,2.386
2022-03-21,183.32,2.407
2022-03-22,182.65,2.481
2022-03-23,182.66,2.487
2022-03-24,182.28,2.523
2022-03-25,181.94,2.561
2022-03-28,180.30,2.742
2022-03-29,181.03,2.685
2022-03-30,181.72,2.635
2022-03-31,181.10,2.674
2022-04-01,180.55,2.740
2022-04-04,179.91,2.783
2022-04-05,179.57,2.835
2022-04-06,179.31,2.876
2022-04-07,179.31,2.874
2022-04-08,178.82,2.949
2022-04-11,177.51,3.106
2022-04-12,177.84,3.066
2022-04-13,178.13,3.026
2022-04-14,178.88,2.933
2022-04-15,178.05,2.995
2022-04-18,177.58,3.031
2022-04-19,178.02,2.992
2022-04-20,178.02,2.987
2022-04-21,177.97,2.988
2022-04-22,177.94,2.996
2022-04-25,179.03,2.906
2022-04-26,179.09,2.896
2022-04-27,178.97,2.923
2022-04-28,179.12,2.931
2022-04-29,178.50,2.975
2022-05-02,177.34,3.089
2022-05-03,177.23,3.107
2022-05-04,177.07,3.131
2022-05-05,177.09,3.131
2022-05-06,177.21,3.115
2022-05-09,177.29,3.087
2022-05-10,177.40,3.079
2022-05-11,178.60,2.977
2022-05-12,179.33,2.938
2022-05-13,179.05,2.961
2022-05-16,178.71,3.023
2022-05-17,178.70,3.027
2022-05-18,178.41,3.052
2022-05-19,178.43,3.052
2022-05-20,178.82,3.024
2022-05-23,178.69,3.042
2022-05-24,179.13,3.005
2022-05-25,179.41,2.993
2022-05-26,179.00,3.029
2022-05-27,179.19,3.020
2022-05-30,179.37,3.018
2022-05-31,178.55,3.091
2022-06-01,178.57,3.091
2022-06-02,177.89,3.158
2022-06-03,178.09,3.155
2022-06-06,178.13,3.156
2022-06-07,177.20,3.248
2022-06-08,177.81,3.205
2022-06-09,177.79,3.200
2022-06-10,177.24,3.249
2022-06-13,175.67,3.427
2022-06-14,175.46,3.458
2022-06-15,174.67,3.568
2022-06-16,174.24,3.634
2022-06-17,174.04,3.661
2022-06-20,174.19,3.635
2022-06-21,174.28,3.635
2022-06-22,175.12,3.557
2022-06-23,174.70,3.615
2022-06-24,175.41,3.554
2022-06-27,174.86,3.611
2022-06-28,175.06,3.610
2022-06-29,175.10,3.617
2022-06-30,175.37,3.623
2022-07-01,176.56,3.535
2022-07-04,176.85,3.530
2022-07-05,177.94,3.443
2022-07-06,178.43,3.402
2022-07-07,178.33,3.424
2022-07-08,177.92,3.461
2022-07-11,177.73,3.480
2022-07-12,178.23,3.450
2022-07-13,178.74,3.410
2022-07-14,178.94,3.425
2022-07-15,179.15,3.398
2022-07-18,178.62,3.433
2022-07-19,178.80,3.414
2022-07-20,177.96,3.493
2022-07-21,177.92,3.499
2022-07-22,178.46,3.447
2022-07-25,179.26,3.394
2022-07-26,179.44,3.383
2022-07-27,179.91,3.351
2022-07-28,179.27,3.396
2022-07-29,179.95,3.321
2022-08-01,179.27,3.381
2022-08-02,179.94,3.321
2022-08-03,179.61,3.355
2022-08-04,179.32,3.381
2022-08-05,179.94,3.337
2022-08-08,179.66,3.372
2022-08-09,179.64,3.372
2022-08-10,179.19,3.400
2022-08-11,179.10,3.394
2022-08-12,178.71,3.433
2022-08-15,178.76,3.434
2022-08-16,179.76,3.345
2022-08-17,179.57,3.361
2022-08-18,179.22,3.393
2022-08-19,178.66,3.444
2022-08-22,178.38,3.479
2022-08-23,178.10,3.513
2022-08-24,177.51,3.571
2022-08-25,176.10,3.737
2022-08-26,175.83,3.755
2022-08-29,175.01,3.853
2022-08-30,175.29,3.833
2022-08-31,175.10,3.858
2022-09-01,174.39,3.936
2022-09-02,174.99,3.870
2022-09-05,175.72,3.809
2022-09-06,175.37,3.850
2022-09-07,175.21,3.861
2022-09-08,176.24,3.759
2022-09-09,176.26,3.759
2022-09-12,176.31,3.767
2022-09-13,176.48,3.747
2022-09-14,176.28,3.777
2022-09-15,174.91,3.912
2022-09-16,175.01,3.913
2022-09-19,174.99,3.917
2022-09-20,174.58,3.972
2022-09-21,174.36,4.000
2022-09-22,173.08,4.184
2022-09-23,172.09,4.285
2022-09-26,170.11,4.545
2022-09-27,171.03,4.421
2022-09-28,170.24,4.488
2022-09-29,171.00,4.421
2022-09-30,172.14,4.310
2022-10-03,172.21,4.311
2022-10-04,173.11,4.211
2022-10-05,172.30,4.296
2022-10-06,172.32,4.290
2022-10-07,171.48,4.374
2022-10-10,171.54,4.378
2022-10-11,170.75,4.455
2022-10-12,172.22,4.311
2022-10-13,171.39,4.402
2022-10-14,171.50,4.400
2022-10-17,171.12,4.449
2022-10-18,170.82,4.490
2022-10-19,169.95,4.587
2022-10-20,169.61,4.626
2022-10-21,168.16,4.780
2022-10-24,168.78,4.704
2022-10-25,170.16,4.600
2022-10-26,170.55,4.596
2022-10-27,170.16,4.643
2022-10-28,171.08,4.552
2022-10-31,170.91,4.598
2022-11-01,171.45,4.542
2022-11-02,171.34,4.582
2022-11-03,170.96,4.640
2022-11-04,170.85,4.641
2022-11-07,170.35,4.698
2022-11-08,170.48,4.687
2022-11-09,170.87,4.648
2022-11-10,171.74,4.586
2022-11-11,173.07,4.450
2022-11-14,172.83,4.478
2022-11-15,173.51,4.409
2022-11-16,173.05,4.464
2022-11-17,173.42,4.450
2022-11-18,173.81,4.424
2022-11-21,173.81,4.450
2022-11-22,173.60,4.470
2022-11-23,173.72,4.460
2022-11-24,174.99,4.343
2022-11-25,174.99,4.324
2022-11-28,175.06,4.330
2022-11-29,174.71,4.366
2022-11-30,174.67,4.364
2022-12-01,175.06,4.313
2022-12-02,175.80,4.254
2022-12-05,176.16,4.226
2022-12-06,176.42,4.222
2022-12-07,176.25,4.247
2022-12-08,176.28,4.246
2022-12-09,176.77,4.206
2022-12-12,176.85,4.209
2022-12-13,176.83,4.212
2022-12-14,177.44,4.141
2022-12-15,177.70,4.121
2022-12-16,177.90,4.110
2022-12-19,177.68,4.121
2022-12-20,176.26,4.239
2022-12-21,176.57,4.195
2022-12-22,177.09,4.139
2022-12-23,176.66,4.178
2022-12-26,176.34,4.207
2022-12-27,176.70,4.175
2022-12-28,176.30,4.192
2022-12-29,175.90,4.220
2022-12-30,175.92,4.220
2023-01-02,175.63,4.242
2023-01-03,176.42,4.148
2023-01-04,177.19,4.069
2023-01-05,177.29,4.058
2023-01-06,177.50,4.047
2023-01-09,178.53,3.940
2023-01-10,178.46,3.936
2023-01-11,179.12,3.863
2023-01-12,179.19,3.858
2023-01-13,180.09,3.777
2023-01-16,179.60,3.823
2023-01-17,179.29,3.843
2023-01-18,180.30,3.755
2023-01-19,181.18,3.672
2023-01-20,180.91,3.699
2023-01-23,180.96,3.699
2023-01-24,180.98,3.699
2023-01-25,181.28,3.667
2023-01-26,181.21,3.661
2023-01-27,180.88,3.683
2023-01-30,181.30,3.643
2023-01-31,181.01,3.662
2023-02-01,181.37,3.625
2023-02-02,181.76,3.575
2023-02-03,182.35,3.512
2023-02-06,181.28,3.617
2023-02-07,181.47,3.602
2023-02-08,181.39,3.608
2023-02-09,181.06,3.646
2023-02-10,181.08,3.641
2023-02-13,180.67,3.682
2023-02-14,181.05,3.658
2023-02-15,180.44,3.720
2023-02-16,180.50,3.717
2023-02-17,179.27,3.829
2023-02-20,178.86,3.870
2023-02-21,179.27,3.830
2023-02-22,179.04,3.853
2023-02-23,179.36,3.830
2023-02-24,180.08,3.781
2023-02-27,179.25,3.879
2023-02-28,178.18,3.973
2023-03-01,178.20,3.974
2023-03-02,177.70,4.021
2023-03-03,178.24,3.965
2023-03-06,178.67,3.929
2023-03-07,179.09,3.889
2023-03-08,178.57,3.964
2023-03-09,178.63,3.956
2023-03-10,179.98,3.843
2023-03-13,181.37,3.669
2023-03-14,181.74,3.631
2023-03-15,181.37,3.667
2023-03-16,181.54,3.634
2023-03-17,181.57,3.632
2023-03-20,182.53,3.533
2023-03-21,182.35,3.567
2023-03-22,182.79,3.537
2023-03-23,182.78,3.530
2023-03-24,183.29,3.492
2023-03-27,182.98,3.526
2023-03-28,182.75,3.547
2023-03-29,182.89,3.527
2023-03-30,182.54,3.542
2023-03-31,182.00,3.584
2023-04-03,181.81,3.608
2023-04-04,182.43,3.556
2023-04-05,182.46,3.552
2023-04-06,183.18,3.505
2023-04-07,183.18,3.510
2023-04-10,183.62,3.471
2023-04-11,183.54,3.487
2023-04-12,183.27,3.514
2023-04-13,183.26,3.499
2023-04-14,183.29,3.498
2023-04-17,182.74,3.553
2023-04-18,182.76,3.552
2023-04-19,182.60,3.580
2023-04-20,182.26,3.588
2023-04-21,183.04,3.530
2023-04-24,183.04,3.526
2023-04-25,182.79,3.553
2023-04-26,182.97,3.541
2023-04-27,182.77,3.564
2023-04-28,182.57,3.586
2023-05-01,182.63,3.587
2023-05-02,182.44,3.610
2023-05-03,182.87,3.572
2023-05-04,183.23,3.535
2023-05-05,183.24,3.535
2023-05-08,182.93,3.570
2023-05-09,183.03,3.568
2023-05-10,182.99,3.578
2023-05-11,183.25,3.549
2023-05-12,183.34,3.552
2023-05-15,182.92,3.595
2023-05-16,183.22,3.571
2023-05-17,183.08,3.593
2023-05-18,182.75,3.628
2023-05-19,182.35,3.663
2023-05-22,182.56,3.646
2023-05-23,181.84,3.707
2023-05-24,181.64,3.720
2023-05-25,180.88,3.795
2023-05-26,180.37,3.845
2023-05-29,180.42,3.845
2023-05-30,180.31,3.862
2023-05-31,181.38,3.764
2023-06-01,181.13,3.788
2023-06-02,181.71,3.742
2023-06-05,181.25,3.789
2023-06-06,181.27,3.789
2023-06-07,181.46,3.769
2023-06-08,180.66,3.829
2023-06-09,180.80,3.811
2023-06-12,181.03,3.804
2023-06-13,181.08,3.799
2023-06-14,180.83,3.833
2023-06-15,180.49,3.877
2023-06-16,180.66,3.859
2023-06-19,180.79,3.853
2023-06-20,180.70,3.858
2023-06-21,180.92,3.847
2023-06-22,180.73,3.866
2023-06-23,180.49,3.884
2023-06-26,181.17,3.838
2023-06-27,181.28,3.829
2023-06-28,181.22,3.837
2023-06-29,181.10,3.857
2023-06-30,180.89,3.892
2023-07-03,181.68,3.839
2023-07-04,181.39,3.858
2023-07-05,181.44,3.856
2023-07-06,180.85,3.913
2023-07-07,180.55,3.956
2023-07-10,179.83,4.019
2023-07-11,180.77,3.939
2023-07-12,180.90,3.936
2023-07-13,181.61,3.858
2023-07-14,181.37,3.875
2023-07-17,181.60,3.861
2023-07-18,181.64,3.852
2023-07-19,182.13,3.805
2023-07-20,182.01,3.828
2023-07-21,181.91,3.841
2023-07-24,181.93,3.847
2023-07-25,181.65,3.868
2023-07-26,181.77,3.854
2023-07-27,181.91,3.834
2023-07-28,181.32,3.885
2023-07-31,181.26,3.908
2023-08-01,181.57,3.882
2023-08-02,181.33,3.901
2023-08-03,180.80,3.942
2023-08-04,180.60,3.957
2023-08-07,181.07,3.919
2023-08-08,181.64,3.875
2023-08-09,181.46,3.894
2023-08-10,181.44,3.899
2023-08-11,181.12,3.921
2023-08-14,180.63,3.964
2023-08-15,180.65,3.965
2023-08-16,180.95,3.932
2023-08-17,180.23,3.997
2023-08-18,180.79,3.951
2023-08-21,180.44,3.995
2023-08-22,180.15,4.012
2023-08-23,180.56,3.982
2023-08-24,180.82,3.964
2023-08-25,180.45,3.995
2023-08-28,180.90,3.965
2023-08-29,181.10,3.952
2023-08-30,181.09,3.953
2023-08-31,181.48,3.927
2023-09-01,181.87,3.912
2023-09-04,181.52,3.932
2023-09-05,181.26,3.958
2023-09-06,181.09,3.970
2023-09-07,180.71,4.016
2023-09-08,181.21,3.974
2023-09-11,180.67,4.036
2023-09-12,180.62,4.042
2023-09-13,180.91,4.027
2023-09-14,181.13,4.014
2023-09-15,180.99,4.028
2023-09-18,180.67,4.065
2023-09-19,180.76,4.058
2023-09-20,180.81,4.056
2023-09-21,180.39,4.098
2023-09-22,180.68,4.064
2023-09-25,180.50,4.080
2023-09-26,180.21,4.101
2023-09-27,180.51,4.079
2023-09-28,180.53,4.080
2023-09-29,180.55,4.080
2023-10-02,180.61,4.082
2023-10-03,180.63,4.082
2023-10-04,177.85,4.322
2023-10-05,178.20,4.281
2023-10-06,178.90,4.216
2023-10-09,178.96,4.217
2023-10-10,179.07,4.204
2023-10-11,179.61,4.154
2023-10-12,180.03,4.129
2023-10-13,179.52,4.166
2023-10-16,179.29,4.187
2023-10-17,179.11,4.204
2023-10-18,178.76,4.238
2023-10-19,178.27,4.279
2023-10-20,178.58,4.252
2023-10-23,178.14,4.293
2023-10-24,178.92,4.231
2023-10-25,178.89,4.253
2023-10-26,178.33,4.311
2023-10-27,179.49,4.244
2023-10-30,179.27,4.262
2023-10-31,179.26,4.268
2023-11-01,179.64,4.244
2023-11-02,180.15,4.193
2023-11-03,180.61,4.163
2023-11-06,181.02,4.126
2023-11-07,181.21,4.123
2023-11-08,181.53,4.109
2023-11-09,182.25,4.064
2023-11-10,182.12,4.079
2023-11-13,181.87,4.101
2023-11-14,181.92,4.092
2023-11-15,183.18,3.988
2023-11-16,183.54,3.951
2023-11-17,183.36,3.950
2023-11-20,183.81,3.916
2023-11-21,184.11,3.894
2023-11-22,183.77,3.918
2023-11-23,184.08,3.895
2023-11-24,183.61,3.929
2023-11-27,183.71,3.926
2023-11-28,184.16,3.891
2023-11-29,185.04,3.809
2023-11-30,184.66,3.835
2023-12-01,184.75,3.826
2023-12-04,185.32,3.778
2023-12-05,185.72,3.743
2023-12-06,186.04,3.721
2023-12-07,185.79,3.747
2023-12-08,186.09,3.717
2023-12-11,185.76,3.754
2023-12-12,186.13,3.726
2023-12-13,186.37,3.724
2023-12-14,188.24,3.534
2023-12-15,187.73,3.571
2023-12-18,187.91,3.569
2023-12-19,188.08,3.566
2023-12-20,188.34,3.541
2023-12-21,188.18,3.550
2023-12-22,188.27,3.546
2023-12-25,188.32,3.545
2023-12-26,188.51,3.534
2023-12-27,188.78,3.524
2023-12-28,189.49,3.466
2023-12-29,189.51,3.466
2024-01-01,189.56,3.465
2024-01-02,188.34,3.550
2024-01-03,188.16,3.569
2024-01-04,188.62,3.528
2024-01-05,188.33,3.555
2024-01-08,188.37,3.555
2024-01-09,188.64,3.525
2024-01-10,188.39,3.540
2024-01-11,188.65,3.509
2024-01-12,188.70,3.493
2024-01-15,188.87,3.483
2024-01-16,188.70,3.502
2024-01-17,188.49,3.527
2024-01-18,188.45,3.529
2024-01-19,188.12,3.555
2024-01-22,188.38,3.534
2024-01-23,188.33,3.539
2024-01-24,188.24,3.546
2024-01-25,188.04,3.556
2024-01-26,188.26,3.532
